ID,IMMAGINE,DOMANDA,RISPOSTA 1,RISPOSTA 1 V/F,RISPOSTA 2,RISPOSTA 2 V/F,RISPOSTA 3,RISPOSTA 3 V/F,PROGRESSIVO,CAPITOLO,TEMA,VOCE
1188,,V = 8 nodi; T = 1 ora e 15 minuti. Lo spazio percorso sarà di:,"10,5 miglia.",F,10 miglia.,V,"9,5 miglia.",F,1.7.5-59,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1189,,V = 6 nodi; T = 2 ore e 45 minuti. Lo spazio percorso sarà di:,"16,5 miglia.",V,"15,5 miglia.",F,"17,5 miglia.",F,1.7.5-60,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1190,,V = 9 nodi; T = 20 minuti. Lo spazio percorso sarà di:,"2,5 miglia.",F,"3,5 miglia.",F,3 miglia.,V,1.7.5-61,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1191,,T = 1 ora e 40 minuti; S = 20 miglia. La velocità sarà di:,10 nodi.,F,13 nodi.,F,12 nodi.,V,1.7.5-62,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1192,,T = 1 ora e 15 minuti; S = 12 miglia. La velocità sarà di:,"9,6 nodi.",V,"10,6 nodi.",F,"8,6 nodi.",F,1.7.5-63,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1193,,"T = 3 ore e 30 minuti; S = 24,5 miglia. La velocità sarà di:",8 nodi.,F,7 nodi.,V,6 nodi.,F,1.7.5-63,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1194,,T = 2 ore e 20 minuti; V = 12 nodi. Lo spazio percorso sarà di:,27 miglia.,F,29 miglia.,F,28 miglia.,V,1.7.5-64,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1195,,S = 18 miglia; V = 7 nodi. Il tempo di navigazione sarà di:,2 ore e 34 minuti.,V,2 ore e 24 minuti.,F,2 ore e 44 minuti.,F,1.7.5-65,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1196,,"Una nave in navigazione a 10 nodi effettivi, in 18 minuti percorrerà:",3 miglia.,V,2 miglia.,F,4 miglia.,F,1.7.5-66,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1197,,"Una nave in navigazione a 15 nodi effettivi, in 18 minuti percorrerà:","4,25 miglia.",F,"4,50 miglia.",V,"4,75 miglia.",F,1.7.5-67,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1198,,"Una nave in navigazione a 6 nodi effettivi, in 35 minuti percorrerà:","3,25 miglia.",F,"4,50 miglia.",F,"3,50 miglia.",V,1.7.5-68,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1199,,"Una nave in navigazione a 7,5 nodi effettivi, in 20 minuti percorrerà:","2,50 miglia.",V,"2,25 miglia.",F,"2,75 miglia.",F,1.7.5-69,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1200,,"Una nave in navigazione a 12,5 nodi effettivi, in 30 minuti percorrerà:","6,50 miglia.",F,"6,75 miglia.",F,"6,25 miglia.",V,1.7.5-70,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1201,,Quando sono obbligatori gli strumenti da carteggio nautico a bordo?,non lo sono per una navigazione oltre le 12 miglia.,F,per una navigazione entro le 12 miglia.,F,per una navigazione oltre le 12 miglia.,V,1.7.5-71,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,"Elementi di navigazione stimata: tempo, spazio e velocità"
1202,,Un punto nave costiero può essere determinato:,"mediante le formule che legano lo spazio, la velocità e il cammino.",F,dall'intersezione di due o più rotte stimate convergenti.,F,dall'intersezione di due o più luoghi di posizione.,V,1.7.6-1,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1203,,I luoghi di posizione sono:,"le rette di rilevamento, i cerchi capaci, i cerchi di uguale distanza e le linee batimetriche.",V,"l'altezza di un astro, la distanza radiogoniometrica, la distanza polare e la distanza altazimutale.",F,"il settore di un segnalamento marittimo luminoso, la bisettrice di altezza, i cerchi di uguale portata luminosa e i cerchi di maggiore portata geografica.",F,1.7.6-2,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1204,,Uno degli elementi indispensabili per effettuare un'appropriata navigazione costiera è:,la conoscenza esatta della velocità propulsiva dell'unità navale.,F,"la disponibilità di carte di navigazione con scala adeguata, al fine di identificare possibili punti cospicui utili alla determinazione del punto nave.",V,la conoscenza esatta della prora vera dell'unità navale.,F,1.7.6-3,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1205,,Quale tra queste dotazioni a bordo di un'unità navale risulta indispensabile per effettuare un'appropriata navigazione costiera?,un buon solcometro.,F,un buon cronometro.,F,adeguate pubblicazioni nautiche che consentano il riconoscimento della costa.,V,1.7.6-4,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1206,,"Avuto riguardo alla navigazione costiera, quale tra queste affermazioni è corretta?",la navigazione costiera costituisce un tipo di navigazione piuttosto facile considerato il suo sviluppo lungo la fascia costiera.,F,"la navigazione costiera costituisce un tipo di navigazione molto impegnativa, in quanto effettuata in prossimità della costa, ove sono presenti molto spesso punti cospicui sconosciti, che non risultano facilmente identificabili provenendo dal largo.",V,la navigazione costiera costituisce un tipo di navigazione molto facile in quanto agevolata dalla presenza di numerosissimi punti cospicui presenti lungo la fascia costiera.,F,1.7.6-5,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1207,,"Avuto riguardo alla navigazione costiera, quale tra queste affermazioni è corretta?","il punto nave costiero risulta tanto più preciso quanto più affidabili sono gli strumenti utilizzati per la sua determinazione, nonché il metodo impiegato e l'esperienza marinaresca del navigante.",V,navigazione costiera è subordinata alla conoscenza degli elementi del moto dell'unità.,F,il punto nave ottenuto mediante la navigazione costiera è tanto più preciso quanto più veloce è l'unità navale.,F,1.7.6-6,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1208,,I punti cospicui osservati dal navigante per determinare il punto nave costiero devono risultare:,ben visibili e distanti dalla batimentica dei 50 metri di oltre sei miglia nautiche dalla costa.,F,ben visibili e compresi entro un raggio visivo tra le otto e le dieci miglia nautiche dalla costa.,V,ben visibili e compresi entro un raggio visivo tra i ventiquattro e i trentasei chilometri dalla costa.,F,1.7.6-7,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1209,,"Avuto riguardo alla navigazione costiera, cosa si intende per rilevamento polare?",l'angolo compreso tra l'asse longitudinale dell'unità navale (prora) e il piano contenente la direzione del Nord vero.,F,l'angolo compreso tra l'asse longitudinale dell'unità navale (prora) e il piano contenente la congiungente unità-oggetto osservato.,V,l'angolo compreso tra l'asse longitudinale dell'unità navale (prora) e il piano contenente la direzione del Nord bussola.,F,1.7.6-8,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1210,,"Avuto riguardo alla navigazione costiera, come varia angolarmente il rilevamento polare?",da 000° a 360° gradi in senso orario a partire dall'asse longitudinale dell'unità.,V,da 090° a 270° gradi in senso orario a partire dall'asse longitudinale dell'unità a dritta.,F,da 090° a 270° gradi in senso orario a partire dall'asse longitudinale dell'unità a sinistra.,F,1.7.6-9,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1211,,Il rilevamento polare semicircolare è rappresentato dall'angolo compreso tra:,"il Nord bussola e la congiungente unità-oggetto osservato, contato da 000° a 180° verso dritta o sinistra dell'unità stessa.",F,"il Nord vero e la congiungente unità-oggetto osservato, contato da 000° a 180° verso dritta o sinistra dell'unità stessa.",F,"l'asse longitudinale dell'unità e la congiungente unità- oggetto osservato, contato da 000° a 180° verso dritta o sinistra dell'unità stessa.",V,1.7.6-10,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1212,,L'allineamento rappresenta un particolare luogo di posizione che deriva dall'osservazione di due punti cospicui sulla costa la cui differenza di rilevamento risulta pari a:,0° oppure 180°.,V,90°,F,45°,F,1.7.6-11,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1213,,"Avuto riguardo alla navigazione costiera, a cosa servono le squadrette nautiche nelle operazioni di carteggio?",alla misura dell'altezza dei punti cospicui della costa rispetto al livello medio del mare.,F,al tracciamento degli angoli di rotta e dei rilevamenti.,V,alla misurazione del calcolo della minima distanza a cui un bersaglio passerà di poppa rispetto alla propria unità navale.,F,1.7.6-12,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1214,,"Avuto riguardo alla navigazione costiera, a cosa serve principalmente il compasso nautico nelle operazioni di carteggio?",al calcolo delle distanze e all'individuazione delle coordinate geografiche.,V,al tracciamento degli angoli di rotta e dei rilevamenti.,F,alla misurazione delle velocità dei bersagli individuati dal radar.,F,1.7.6-13,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1215,,"Avuto riguardo ai luoghi di posizione, cosa si intende per ""cerchio capace""?","è il luogo di posizione rappresentato da una circonferenza lungo la quale tutti gli osservatori, ad intervalli temporali di 10 minuti l'uno dall'altro, misurano la stessa differenza di distanza di due distinti punti cospicui sulla costa.",F,"è il luogo di posizione rappresentato da una circonferenza lungo la quale tutti gli osservatori, nel medesimo istante, misurano la stessa differenza di rilevamento di due distinti punti cospicui sulla costa.",V,"è il luogo di posizione rappresentato da una circonferenza lungo la quale tutti gli osservatori, ad intervalli temporali di 20 minuti l'uno dall'altro, misurano la stessa somma di rilevamento di due distinti punti cospicui sulla costa.",F,1.7.6-14,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1216,,Sono a Sud-Ovest del Faro della Meloria; significa che lo rilevo per:,225 gradi.,F,045 gradi.,V,135 gradi.,F,1.7.6-15,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1217,,Se con la mia unità sono a 5 miglia sul Rlv 180 gradi del Faro di Pianosa; significa che mi trovo:,"a Nord del faro, distanza 5 miglia.",V,"a Sud del faro, distanza 5 miglia.",F,non vi sono elementi sufficienti per dirlo.,F,1.7.6-16,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1218,,Rilevamento polare a 90 gradi e traverso:,coincidono sempre.,V,coincidono solo se Pv e Rv coincidono.,F,"coincidono solo se Pv e Rv, Vp e Ve coincidono.",F,1.7.6-17,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1219,,"In presenza di scarroccio o deriva, accostare quando si è al traverso di un punto cospicuo significa accostare quando:",il punto cospicuo è perpendicolare alla Rv che l'unità sta seguendo.,F,il punto cospicuo è perpendicolare all'asse longitudinale dell'unità.,V,lo si rileva polarmente per 180°.,F,1.7.6-18,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1220,,"Di cosa ho bisogno per determinare, in corso di navigazione, la posizione dell'unità rispetto ad un punto cospicuo?",di due distanze del punto cospicuo.,F,di un rilevamento e di una distanza del punto cospicuo.,V,di due rilevamenti contemporanei del punto cospicuo.,F,1.7.6-19,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1221,,Sono a Sud-Est di un faro; significa che lo rilevo per:,315 gradi.,V,135 gradi.,F,235 gradi.,F,1.7.6-20,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1222,,Se con la mia unità sono a 6 miglia sul Rlv Sud-Ovest del Faro della Meloria; significa che mi trovo:,"a Nord-Ovest del faro, distanza 6 miglia.",F,"a Nord-Est del faro, distanza 6 miglia.",V,"a Sud-Est del faro, distanza 6 miglia.",F,1.7.6-21,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1223,,Se sono a Sud di un faro; significa che lo rilevo per:,180 gradi.,F,360 gradi.,V,non vi sono elementi sufficienti per dirlo.,F,1.7.6-22,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1224,,"La navigazione è ""costiera"" quando la determinazione del punto nave:",è possibile se ci si allontana oltre 1 miglio dalla costa.,F,è in funzione di elementi cospicui riconoscibili dal mare.,V,"se stimato, è in funzione della rotta seguita e delle miglia percorse in un dato intervallo di tempo.",F,1.7.6-23,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1225,,Per angolo di rilevamento di un oggetto s'intende:,l'avvistamento di un punto cospicuo della costa.,F,l'angolo che un astro forma con il meridiano fondamentale.,F,"l'angolo tra il piano verticale passante per il Nord e il piano verticale passante per l'oggetto rilevato, entrambi passanti per l'osservatore.",V,1.7.6-24,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1226,,Sono a Nord del faro; significa che lo rilevo per:,180 gradi.,V,360 gradi.,F,non vi sono elementi sufficienti per dirlo.,F,1.7.6-25,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1227,,Sono sul Rlv 045 gradi del faro; significa che mi trovo:,a Sud-Ovest del faro.,V,a Nord-Est del faro.,F,a Sud-Est del faro.,F,1.7.6-26,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1228,,Sono sul Rlv 135 gradi del faro; significa che mi trovo:,a Nord-Ovest del faro.,V,a Nord-Est del faro.,F,a Sud-Est del faro.,F,1.7.6-27,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1229,,Sono sul Rlv 225 gradi del faro; significa che lo rilevo per:,Nord-Est.,F,Sud-Ovest.,V,Sud-Est.,F,1.7.6-28,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1230,,Il rilevamento polare semicircolare si considera positivo o negativo se:,l'oggetto rilevato si trova rispettivamente a dritta o a sinistra dell'osservatore rivolto verso prora.,V,l'oggetto è rispettivamente a sinistra o a dritta della prora della nave.,F,è rispettivamente maggiore o minore della rotta.,F,1.7.6-29,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1231,,Se sono a Nord-Ovest di un faro; significa che lo rilevo per:,non vi sono elementi sufficienti per dirlo.,F,315 gradi.,F,135 gradi.,V,1.7.6-30,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1232,,Se sono a Sud-Est dello Scoglio Africa; significa che lo rilevo per:,135 gradi.,F,315 gradi.,V,non vi sono elementi sufficienti per dirlo.,F,1.7.6-31,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1233,,Notiamo due oggetti cospicui con uguale rilevamento o con rilevamenti distanziati tra loro di 180 gradi; si tratta di:,un allineamento.,V,un incrocio.,F,un cerchio di uguale distanza.,F,1.7.6-32,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1234,,Un rilevamento al traverso corrisponde ad un rilevamento polare di:,90 gradi.,V,45 gradi.,F,120 gradi.,F,1.7.6-33,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1235,,Sono sul Rlv 270 gradi del faro; significa che sono:,a Est del faro.,V,a Ovest del faro.,F,non vi sono elementi sufficienti per dirlo.,F,1.7.6-34,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1236,,Il rilevamento polare si misura con:,il grafometro.,V,lo staziografo.,F,la bussola di rotta.,F,1.7.6-35,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1237,,Sono a Est del faro; significa che lo rilevo per:,180 gradi.,F,90 gradi.,F,270 gradi.,V,1.7.6-36,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1238,,"Sono sul Rlv 157,5 gradi del faro; significa che sono:",a Nord-Nord Ovest del faro.,V,a Ovest-Nord Ovest del faro.,F,a Sud-Sud Est del faro.,F,1.7.6-37,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1239,,Quale tra le risposte sotto elencate non è un luogo di posizione?,cerchio di egual differenza d'azimuth.,F,egual profondità.,F,rosa dei venti.,V,1.7.6-38,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1240,,Un luogo di posizione:,è un insieme di punti che godono tutti di una determinata proprietà nello stesso istante e che tale proprietà deve essere misurabile.,V,è la posizione in cui si trova l'unità in un dato preciso istante.,F,è un insieme di tutti i riferimenti facilmente individuabili sia sulla carta sia in mare durante la navigazione.,F,1.7.6-39,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
1241,,"Sono sul Rlv 337,5 gradi del faro; significa che sono:",a Sud del faro.,F,a Sud-Sud Est del faro.,V,a Sud-Est del faro.,F,1.7.6-40,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Elementi di navigazione costiera
